Episode,Event,X_Pos
2067,death,294
2068,death,683
2069,death,899
2070,death,304
2071,death,1422
2072,death,286
2073,death,285
2074,death,694
2075,death,315
2076,death,845
2077,death,283
2078,death,845
2079,death,313
2080,death,686
2081,death,305
2082,death,312
2083,death,298
2084,death,675
2085,death,302
2086,death,1410
2087,death,301
2088,death,1137
2089,death,289
2090,death,272
2091,death,290
2092,death,694
2093,death,293
2094,death,1138
2095,death,306
2096,death,1123
2097,death,701
2098,death,310
2099,death,853
2100,death,723
2101,death,294
2102,death,706
2103,death,296
2104,death,676
2105,death,291
2106,death,284
2107,death,1414
2108,death,722
2109,death,695
2110,death,899
2111,death,303
2112,death,272
2113,death,306
2114,death,311
2115,death,724
2116,death,1122
2117,death,684
2118,death,307
2119,death,305
2120,death,723
2121,death,683
2122,death,1433
2123,death,677
2124,death,299
2125,death,711
2126,death,309
2127,death,303
2128,death,1510
2129,death,723
2130,death,1133
2131,death,708
2132,death,809
2133,death,305
2134,death,283
2135,death,679
2136,death,1128
2137,death,722
2138,death,307
2139,death,313
2140,death,693
2141,death,868
2142,death,707
2143,death,298
2144,death,691
2145,death,692
2146,death,667
2147,death,295
2148,death,302
2149,death,1128
2150,death,696
2151,death,297
2152,death,286
2153,death,1130
2154,death,303
2155,death,898
2156,death,706
2157,death,1125
2158,death,677
2159,death,300
2160,death,258
2161,death,297
2162,death,722
2163,death,300
2164,death,685
2165,death,314
2166,death,1259
2167,death,669
2168,death,301
2169,death,686
2170,death,306
2171,death,1123
2172,death,306
2173,death,298
2174,death,1153
2175,death,1132
2176,death,656
2177,death,679
2178,death,699
2179,death,295
2180,death,1130
2181,death,293
2182,death,1137
2183,death,310
2184,death,299
2185,death,684
2186,death,696
2187,death,702
2188,death,290
2189,death,303
2190,death,690
2191,death,700
2192,death,295
2193,death,1519
2194,death,297
2195,death,299
2196,death,708
2197,death,669
2198,death,1133
2199,death,722
2200,death,293
2201,death,304
2202,death,700
2203,death,1127
2204,death,276
2205,death,822
2206,death,696
2207,death,724
2208,death,291
2209,death,682
2210,death,901
2211,death,314
2212,death,899
2213,death,1133
2214,death,291
2215,death,306
2216,death,304
2217,death,295
2218,death,704
2219,death,302
2220,death,863
2221,death,261
2222,death,290
2223,death,269
2224,death,703
2225,death,705
2226,death,679
2227,death,273
2228,death,1122
2229,death,311
2230,death,303
2231,death,899
2232,death,691
2233,death,826
2234,death,270
2235,death,1232
2236,death,306
2237,death,710
2238,death,310
2239,death,673
2240,death,304
2241,death,685
2242,death,1122
2243,death,1153
2244,death,312
2245,death,308
2246,death,708
2247,death,298
2248,death,265
2249,death,881
2250,death,301
2251,death,691
2252,death,683
2253,death,1128
2254,death,723
2255,death,300
2256,death,691
2257,death,314
2258,death,304
2259,death,690
2260,death,1434
2261,death,696
2262,death,1525
2263,death,1128
2264,death,1778
2265,death,899
2266,death,1136
2267,death,1136
2268,death,680
2269,death,1127
2270,death,293
2271,death,1418
2272,death,289
2273,death,851
2274,death,839
2275,death,279
2276,death,294
2277,death,685
2278,death,1137
2279,death,849
2280,death,850
2281,death,1522
2282,death,310
2283,death,304
2284,death,1123
2285,death,839
2286,death,299
2287,death,2748
2288,death,298
2289,death,1127
2290,death,688
2291,death,694
2292,death,301
2293,death,835
2294,death,292
2295,death,306
2296,death,703
2297,death,697
2298,death,300
2299,death,299
2300,death,1126
2301,death,298
2302,death,696
2303,death,686
2304,death,253
2305,death,280
2306,death,313
2307,death,708
2308,death,700
2309,death,687
2310,death,295
2311,death,1409
2312,death,309
2313,death,290
2314,death,282
2315,death,300
2316,death,699
2317,death,704
2318,death,1122
2319,death,287
2320,death,305
2321,death,311
2322,death,294
2323,death,703
2324,death,308
2325,death,1133
2326,death,304
2327,death,865
2328,death,311
2329,death,294
2330,death,280
2331,death,305
2332,death,724
2333,death,286
2334,death,680
2335,death,1130
2336,death,310
2337,death,672
2338,death,297
2339,death,870
2340,death,696
2341,death,1129
2342,death,853
2343,death,283
2344,death,306
2345,death,699
2346,death,313
2347,death,823
2348,death,724
2349,death,301
2350,death,272
2351,death,723
2352,death,1127
2353,death,848
2354,death,705
2355,death,1245
2356,death,1129
2357,death,899
2358,death,1227
2359,death,1425
2360,death,257
2361,death,679
2362,death,1429
2363,death,295
2364,death,1408
2365,death,1426
2366,death,705
2367,death,675
2368,death,832
2369,death,870
2370,death,305
2371,death,693
2372,death,305
2373,death,285
2374,death,694
2375,death,680
2376,death,291
2377,death,704
2378,death,1138
2379,death,1412
2380,death,303
2381,death,722
2382,death,304
2383,death,300
2384,death,723
2385,death,689
2386,death,1658
2387,death,900
2388,death,1124
2389,death,899
2390,death,305
2391,death,283
2392,death,1140
2393,death,274
2394,death,298
2395,death,1123
2396,death,280
2397,death,833
2398,death,801
2399,death,723
2400,death,672
2401,death,799
2402,death,308
2403,death,304
2404,death,661
2405,death,1414
2406,death,691
2407,death,1431
2408,death,1135
2409,death,294
2410,death,1412
2411,death,310
2412,death,698
2413,death,1222
2414,death,304
2415,death,722
2416,death,303
2417,death,296
2418,death,700
2419,death,1229
2420,death,312
2421,death,304
2422,death,693
2423,death,303
2424,death,300
2425,death,708
2426,death,1429
2427,death,302
2428,death,298
2429,death,1209
2430,death,309
2431,death,664
2432,death,1510
2433,death,704
2434,death,693
2435,death,1129
2436,death,1957
2437,death,688
2438,death,267
2439,death,310
2440,death,669
2441,death,298
2442,death,710
2443,death,1125
2444,death,806
2445,death,299
2446,death,690
2447,death,702
2448,death,295
2449,death,899
2450,death,295
2451,death,850
2452,death,1940
2453,death,293
2454,death,299
2455,death,307
2456,death,304
2457,death,310
2458,death,898
2459,death,1131
2460,death,314
2461,death,689
2462,death,682
2463,death,818
2464,death,1133
2465,death,1137
2466,death,834
2467,death,292
2468,death,286
2469,death,692
2470,death,1122
2471,death,300
2472,death,309
2473,death,856
2474,death,682
2475,death,249
2476,death,277
2477,death,1408
2478,death,271
2479,death,686
2480,death,815
2481,death,1400
2482,death,297
2483,death,1427
2484,death,245
2485,death,1138
2486,death,295
2487,death,283
2488,death,682
2489,death,299
2490,death,1128
2491,death,1416
2492,death,304
2493,death,288
2494,death,304
2495,death,830
2496,death,289
2497,death,310
2498,death,302
2499,death,305
2500,death,1138
2501,death,2470
2502,death,314
2503,death,1125
2504,death,312
2505,death,661
2506,death,307
2507,death,1132
2508,death,276
2509,death,859
2510,death,313
2511,death,686
2512,death,699
2513,death,1124
2514,death,696
2515,death,684
2516,death,681
2517,death,702
2518,death,848
2519,death,1435
2520,death,302
2521,death,679
2522,death,678
2523,death,1435
2524,death,654
2525,death,1124
2526,death,674
2527,death,276
2528,death,685
2529,death,677
2530,death,305
2531,death,899
2532,death,695
2533,death,311
2534,death,287
2535,death,707
2536,death,804
2537,death,707
2538,death,315
2539,death,723
2540,death,298
2541,death,1407
2542,death,297
2543,death,292
2544,death,296
2545,death,307
2546,death,710
2547,death,695
2548,death,309
2549,death,798
2550,death,712
2551,death,688
2552,death,706
2553,death,308
2554,death,694
2555,death,688
2556,death,690
2557,death,300
2558,death,1126
2559,death,682
2560,death,1424
2561,death,675
2562,death,306
2563,death,683
2564,death,1512
2565,death,290
2566,death,698
2567,death,298
2568,death,1122
2569,death,1417
2570,death,1153
2571,death,308
2572,death,820
2573,death,1136
2574,death,724
2575,death,695
2576,death,299
2577,death,309
2578,death,834
2579,death,1123
2580,death,2753
2581,death,283
2582,death,280
2583,death,1437
2584,death,1135
2585,death,1137
2586,death,309
2587,death,311
2588,death,704
2589,death,680
2590,death,849
2591,death,303
2592,death,1128
2593,death,307
2594,death,679
2595,death,307
2596,death,302
2597,death,285
2598,death,1412
2599,death,699
2600,death,284
2601,death,288
2602,death,304
2603,death,1126
2604,death,826
2605,death,1433
2606,death,1432
2607,death,686
2608,death,1517
2609,death,1415
2610,death,296
2611,death,680
2612,death,1427
2613,death,712
2614,death,1127
2615,death,1126
2616,death,853
2617,death,313
2618,death,315
2619,death,842
2620,death,307
2621,death,695
2622,death,1433
2623,death,1242
2624,death,691
2625,death,807
2626,death,300
2627,death,1792
2628,death,314
2629,death,696
2630,death,1224
2631,death,300
2632,death,311
2633,death,1656
2634,death,276
2635,death,288
2636,death,1196
2637,death,302
2638,death,300
2639,death,281
2640,death,712
2641,death,1128
2642,death,812
2643,death,900
2644,death,1134
2645,death,1415
2646,death,706
2647,death,708
2648,death,690
2649,death,311
2650,death,700
2651,death,1420
2652,death,300
2653,death,676
2654,death,722
2655,death,690
2656,death,1412
2657,death,899
2658,death,1129
2659,death,899
2660,death,306
2661,death,811
2662,death,293
2663,death,277
2664,death,685
2665,death,869
2666,death,253
2667,death,284
2668,death,678
2669,death,883
2670,death,1409
2671,death,816
2672,death,1151
2673,death,685
2674,death,1140
2675,death,1133
2676,death,1505
2677,death,899
2678,death,662
2679,death,298
2680,death,293
2681,death,689
2682,death,1663
2683,death,313
2684,death,694
2685,death,796
2686,death,300
2687,death,710
2688,death,689
2689,death,688
2690,death,703
2691,death,702
2692,death,306
2693,death,296
2694,death,1230
2695,death,303
2696,death,1933
2697,death,690
2698,death,2468
2699,death,1520
2700,death,1129
2701,death,683
2702,death,1125
2703,death,285
2704,death,1431
2705,death,695
2706,death,843
2707,death,680
2708,death,1222
2709,death,303
2710,death,310
2711,death,1132
2712,death,304
2713,death,692
2714,death,677
2715,death,305
2716,death,702
2717,death,282
2718,death,302
2719,death,295
2720,death,682
2721,death,707
2722,death,1410
2723,death,303
2724,death,314
2725,death,699
2726,death,694
2727,death,698
2728,death,1136
2729,death,697
2730,death,709
2731,death,312
2732,death,305
2733,death,293
2734,death,303
2735,death,703
2736,death,274
2737,death,837
2738,death,1415
2739,death,696
2740,death,1656
2741,death,694
2742,death,1124
2743,death,819
2744,death,680
2745,death,311
2746,death,312
2747,death,300
2748,death,677
2749,death,695
2750,death,683
2751,death,681
2752,death,302
2753,death,864
2754,death,680
2755,death,1523
2756,death,275
2757,death,1124
2758,death,1128
2759,death,275
2760,death,283
2761,death,698
2762,death,1435
2763,death,307
2764,death,677
2765,death,310
2766,death,1514
2767,death,282
2768,death,723
2769,death,293
2770,death,832
2771,death,687
2772,death,1415
2773,death,1226
2774,death,1234
2775,death,703
2776,death,693
2777,death,304
2778,death,723
2779,death,2742
2780,death,306
2781,death,314
2782,death,707
2783,death,1409
2784,death,1141
2785,death,1800
2786,death,1136
2787,death,307
2788,death,707
2789,death,1136
2790,death,722
2791,death,1126
2792,death,291
2793,death,262
2794,death,685
2795,death,690
2796,death,268
2797,death,865
2798,death,310
2799,death,900
2800,death,898
2801,death,1126
2802,death,696
2803,death,691
2804,death,844
2805,death,307
2806,death,307
2807,death,679
2808,death,295
2809,death,700
2810,death,690
2811,death,300
2812,death,1127
2813,death,686
2814,death,297
2815,death,1410
2816,death,281
2817,death,722
2818,death,722
2819,death,672
2820,death,1407
2821,death,859
2822,death,1125
2823,death,263
2824,death,303
2825,death,686
2826,death,262
2827,death,684
2828,death,294
2829,death,288
2830,death,899
2831,death,302
2832,death,305
2833,death,688
2834,death,278
2835,death,299
2836,death,1135
2837,death,285
2838,death,1124
2839,death,288
2840,death,899
2841,death,1128
2842,death,686
2843,death,702
2844,death,703
2845,death,819
2846,death,305
2847,death,1396
2848,death,314
2849,death,694
2850,death,259
2851,death,284
2852,death,1410
2853,death,1426
2854,death,900
2855,death,285
2856,death,273
2857,death,304
2858,death,671
2859,death,294
2860,death,2471
2861,death,836
2862,death,723
2863,death,686
2864,death,307
2865,death,686
2866,death,289
2867,death,663
2868,death,663
2869,death,711
2870,death,1435
2871,death,1126
2872,death,702
2873,death,899
2874,death,1428
2875,death,297
2876,death,1266
2877,death,1111
2878,death,306
2879,death,307
2880,death,698
2881,death,1133
2882,death,1229
2883,death,710
2884,death,1423
2885,death,1135
2886,death,898
2887,death,304
2888,death,898
2889,death,294
2890,death,684
2891,death,292
2892,death,680
2893,death,282
2894,death,685
2895,death,1407
2896,death,671
2897,death,1435
2898,death,673
2899,death,697
2900,death,301
2901,death,699
2902,death,1129
2903,death,1410
2904,death,693
2905,death,1143
2906,death,699
2907,death,693
2908,death,307
2909,death,692
2910,death,1419
2911,death,306
2912,death,1523
2913,death,841
2914,death,300
2915,death,1435
2916,death,849
2917,death,308
2918,death,1408
2919,death,310
2920,death,714
2921,death,1128
2922,death,693
2923,death,295
2924,death,299
2925,death,723
2926,death,899
2927,death,308
2928,death,700
2929,death,301
2930,death,700
2931,death,680
2932,death,1768
2933,death,723
2934,death,680
2935,death,702
2936,death,1127
2937,death,722
2938,death,301
2939,death,288
2940,death,687
2941,death,816
2942,death,1128
2943,death,683
2944,death,689
2945,death,292
2946,death,674
2947,death,682
2948,death,296
2949,death,1139
2950,death,297
2951,death,794
2952,death,1126
2953,death,706
2954,death,273
2955,death,843
2956,death,693
2957,death,691
2958,death,309
2959,death,295
2960,death,838
2961,death,1129
2962,death,309
2963,death,306
2964,death,1131
2965,death,1126
2966,death,681
2967,death,1148
2968,death,900
2969,death,308
2970,death,1435
2971,death,289
2972,death,1781
2973,death,301
2974,death,304
2975,death,723
2976,death,899
2977,death,296
2978,death,1129
2979,death,301
2980,death,281
2981,death,308
2982,death,699
2983,death,303
2984,death,1218
2985,death,308
2986,death,722
2987,death,1124
2988,death,309
2989,death,792
2990,death,707
2991,death,1519
2992,death,899
2993,death,307
2994,death,314
2995,death,1125
2996,death,689
2997,death,1410
2998,death,296
2999,death,254
3000,death,1132
3001,death,1136
3002,death,723
3003,death,294
3004,death,690
3005,death,1126
3006,death,297
3007,death,309
3008,death,693
3009,death,310
3010,death,306
3011,death,1127
3012,death,900
3013,death,704
3014,death,303
3015,death,899
3016,death,689
3017,death,680
3018,death,1122
3019,death,697
3020,death,302
3021,death,292
3022,death,1413
3023,death,303
3024,death,680
3025,death,284
3026,death,671
3027,death,288
3028,death,1130
3029,death,300
3030,death,274
3031,death,1130
3032,death,311
3033,death,707
3034,death,675
3035,death,1126
3036,death,1128
3037,death,297
3038,death,305
3039,death,309
3040,death,861
3041,death,702
3042,death,701
3043,death,678
3044,death,690
3045,death,1402
3046,death,707
3047,death,292
3048,death,276
3049,death,708
3050,death,676
3051,death,1508
3052,death,295
3053,death,1136
3054,death,819
3055,death,310
3056,death,899
3057,death,259
3058,death,1231
3059,death,306
3060,death,1432
3061,death,1139
3062,death,723
3063,death,697
3064,death,301
3065,death,310
3066,death,686
3067,death,692
3068,death,300
3069,death,724
3070,death,1431
3071,death,703
3072,death,290
3073,death,841
3074,death,713
3075,death,705
3076,death,291
3077,death,821
3078,death,704
3079,death,689
3080,death,297
3081,death,279
3082,death,702
3083,death,303
3084,death,681
3085,death,301
3086,death,1132
3087,death,1138
3088,death,867
3089,death,277
3090,death,300
3091,death,815
3092,death,677
3093,death,724
3094,death,724
3095,death,842
3096,death,293
3097,death,292
3098,death,899
3099,death,693
3100,death,681
3101,death,705
3102,death,296
3103,death,723
3104,death,704
3105,death,687
3106,death,1405
3107,death,1434
3108,death,1128
3109,death,1147
3110,death,856
3111,death,701
3112,death,300
3113,death,291
3114,death,285
3115,death,287
3116,death,688
3117,death,685
3118,death,679
3119,death,258
3120,death,702
3121,death,723
3122,death,1221
3123,death,696
3124,death,303
3125,death,860
3126,death,673
3127,death,820
3128,death,308
3129,death,675
3130,death,1125
3131,death,722
3132,death,859
3133,death,899
3134,death,688
3135,death,1125
3136,death,827
3137,death,1411
3138,death,1417
3139,death,1125
3140,death,273
3141,death,818
3142,death,1413
3143,death,847
3144,death,297
3145,death,703
3146,death,703
3147,death,286
3148,death,301
3149,death,298
3150,death,799
3151,death,311
3152,death,312
3153,death,1129
3154,death,315
3155,death,1656
3156,death,699
3157,death,1422
3158,death,823
3159,death,1137
3160,death,295
3161,death,1127
3162,death,1408
3163,death,307
3164,death,1411
3165,death,1128
3166,death,690
3167,death,304
3168,death,289
3169,death,305
3170,death,723
3171,death,675
3172,death,1438
3173,death,312
3174,death,305
3175,death,703
3176,death,309
3177,death,707
3178,death,830
3179,death,1152
3180,death,1238
3181,death,303
3182,death,300
3183,death,302
3184,death,1422
3185,death,305
3186,death,693
3187,death,284
3188,death,300
3189,death,315
3190,death,900
3191,death,1129
3192,death,282
3193,death,292
3194,death,845
3195,death,690
3196,death,254
3197,death,1124
3198,death,1433
3199,death,1405
3200,death,1124
3201,death,1410
3202,death,292
3203,death,289
3204,death,272
3205,death,1420
3206,death,665
3207,death,308
3208,death,1124
3209,death,836
3210,death,292
3211,death,713
3212,death,689
3213,death,1440
3214,death,311
3215,death,662
3216,death,1126
3217,death,691
3218,death,312
3219,death,309
3220,death,704
3221,death,313
3222,death,700
3223,death,305
3224,death,694
3225,death,1401
3226,death,709
3227,death,666
3228,death,673
3229,death,309
3230,death,1219
3231,death,292
3232,death,275
3233,death,1129
3234,death,722
3235,death,1247
3236,death,855
3237,death,690
3238,death,298
3239,death,1136
3240,death,1497
3241,death,698
3242,death,850
3243,death,1408
3244,death,309
3245,death,1125
3246,death,308
3247,death,312
3248,death,307
3249,death,847
3250,death,704
3251,death,862
3252,death,1134
3253,death,680
3254,death,272
3255,death,1128
3256,death,722
3257,death,304
3258,death,314
3259,death,696
3260,death,708
3261,death,711
3262,death,700
3263,death,653
3264,death,823
3265,death,307
3266,death,309
3267,death,843
3268,death,2024
3269,death,294
3270,death,1129
3271,death,695
3272,death,303
3273,death,1401
3274,death,699
3275,death,680
3276,death,708
3277,death,676
3278,death,314
3279,death,311
3280,death,693
3281,death,783
3282,death,304
3283,death,1124
3284,death,309
3285,death,1125
3286,death,700
3287,death,290
3288,death,1137
3289,death,1126
3290,death,1223
3291,death,1519
3292,death,695
3293,death,306
3294,death,710
3295,death,1137
3296,death,1128
3297,death,724
3298,death,315
3299,death,1415
3300,death,1127
3301,death,819
3302,death,723
3303,death,688
3304,death,686
3305,death,660
3306,death,722
3307,death,689
3308,death,309
3309,death,285
3310,death,804
3311,death,1125
3312,death,1123
3313,death,297
3314,death,1424
3315,death,1126
3316,death,722
3317,death,850
3318,death,1128
3319,death,723
3320,death,821
3321,death,809
3322,death,303
3323,death,265
3324,death,1125
3325,death,831
3326,death,1398
3327,death,284
3328,death,699
3329,death,300
3330,death,297
3331,death,277
3332,death,301
3333,death,302
3334,death,270
3335,death,1778
3336,death,1416
3337,death,310
3338,death,856
3339,death,314
3340,death,308
3341,death,722
3342,death,1138
3343,death,1409
3344,death,270
3345,death,304
3346,death,792
3347,death,1135
3348,death,703
3349,death,293
3350,death,681
3351,death,281
3352,death,701
3353,death,699
3354,death,294
3355,death,1127
3356,death,277
3357,death,705
3358,death,1435
3359,death,871
3360,death,690
3361,death,1134
3362,death,696
3363,death,830
3364,death,1127
3365,death,306
3366,death,661
3367,death,1432
3368,death,2021
3369,death,833
3370,death,708
3371,death,1136
3372,death,1436
3373,death,288
3374,death,680
3375,death,1123
3376,death,695
3377,death,276
3378,death,1415
3379,death,1123
3380,death,290
3381,death,842
3382,death,311
3383,death,304
3384,death,1434
3385,death,302
3386,death,309
3387,death,683
3388,death,251
3389,death,306
3390,death,311
3391,death,722
3392,death,1412
3393,death,281
3394,death,305
3395,death,2467
3396,death,679
3397,death,834
3398,death,1126
3399,death,723
3400,death,282
3401,death,306
3402,death,845
3403,death,673
3404,death,291
3405,death,1135
3406,death,293
3407,death,708
3408,death,2467
3409,death,1673
3410,death,694
3411,death,291
3412,death,679
3413,death,679
3414,death,708
3415,death,1436
3416,death,291
3417,death,869
3418,death,671
3419,death,684
3420,death,313
3421,death,1138
3422,death,676
3423,death,1510
3424,death,1515
3425,death,696
3426,death,708
3427,death,708
3428,death,1127
3429,death,687
3430,death,898
3431,death,690
3432,death,276
3433,death,691
3434,death,291
3435,death,2022
3436,death,796
3437,death,826
3438,death,1146
3439,death,302
3440,death,296
3441,death,675
3442,death,703
3443,death,286
3444,death,1129
3445,death,301
3446,death,899
3447,death,1271
3448,death,1395
3449,death,899
3450,death,2007
3451,death,899
3452,death,677
3453,death,293
3454,death,1420
3455,death,722
3456,death,683
3457,death,821
3458,death,289
3459,death,289
3460,death,1418
3461,death,305
3462,death,693
3463,death,677
3464,death,314
3465,death,685
3466,death,308
3467,death,862
3468,death,1415
3469,death,1123
3470,death,306
3471,death,1135
3472,death,293
3473,death,1434
3474,death,831
3475,death,838
3476,death,709
3477,death,303
3478,death,701
3479,death,309
3480,death,1126
3481,death,306
3482,death,1122
3483,death,711
3484,death,1664
3485,death,862
3486,death,311
3487,death,1654
3488,death,722
3489,death,693
3490,death,802
3491,death,1136
3492,death,284
3493,death,1124
3494,death,283
3495,death,1406
3496,death,247
3497,death,1522
3498,death,690
3499,death,1124
3500,death,704
3501,death,872
3502,death,898
3503,death,697
