Episode,Event,X_Pos
412,death,1123
413,death,708
414,death,301
415,death,899
416,death,679
417,death,723
418,death,898
419,death,1136
420,death,673
421,death,1135
422,death,680
423,death,724
424,death,1128
425,death,277
426,death,1437
427,death,824
428,death,1134
429,death,301
430,death,722
431,death,899
432,death,899
433,death,314
434,death,1149
435,death,701
436,death,300
437,death,307
438,death,840
439,death,1407
440,death,300
441,death,700
442,death,291
443,death,692
444,death,1438
445,death,1516
446,death,683
447,death,288
448,death,1512
449,death,689
450,death,1130
451,death,297
452,death,1395
453,death,680
454,death,1129
455,death,283
456,death,674
457,death,828
458,death,1136
459,death,313
460,death,1412
461,death,1126
462,death,1422
463,death,694
464,death,284
465,death,899
466,death,723
467,death,1130
468,death,291
469,death,1520
470,death,702
471,death,837
472,death,701
473,death,1152
474,death,281
475,death,850
476,death,707
477,death,298
478,death,304
479,death,276
480,death,701
481,death,259
482,death,299
483,death,280
484,death,297
485,death,688
486,death,311
487,death,291
488,death,1126
489,death,709
490,death,898
491,death,900
492,death,1655
493,death,1126
494,death,281
495,death,690
496,death,1436
497,death,683
498,death,900
499,death,1129
500,death,899
501,death,660
502,death,292
503,death,723
504,death,1129
505,death,292
506,death,1428
507,death,713
508,death,314
509,death,684
510,death,687
511,death,304
512,death,298
513,death,302
514,death,701
515,death,1416
516,death,293
517,death,283
518,death,288
519,death,1247
520,death,261
521,death,723
522,death,699
523,death,305
524,death,300
525,death,273
526,death,296
527,death,1411
528,death,784
529,death,299
530,death,275
531,death,293
532,death,672
533,death,1122
534,death,284
535,death,684
536,death,705
537,death,305
538,death,1653
539,death,861
540,death,662
541,death,1124
542,death,690
543,death,680
544,death,294
545,death,312
546,death,1677
547,death,681
548,death,676
549,death,1421
550,death,835
551,death,693
552,death,814
553,death,821
554,death,679
555,death,846
556,death,290
557,death,293
558,death,708
559,death,695
560,death,1125
561,death,688
562,death,1409
563,death,676
564,death,302
565,death,1138
566,death,722
567,death,1129
568,death,306
569,death,1128
570,death,722
571,death,298
572,death,1133
573,death,1240
574,death,900
575,death,827
576,death,309
577,death,899
578,death,273
579,death,1132
580,death,1436
581,death,723
582,death,293
583,death,900
584,death,702
585,death,285
586,death,300
587,death,899
588,death,1410
589,death,298
590,death,899
591,death,296
592,death,291
593,death,846
594,death,828
595,death,289
596,death,724
597,death,659
598,death,1124
599,death,299
600,death,854
601,death,1776
602,death,680
603,death,300
604,death,825
605,death,1268
606,death,857
607,death,314
608,death,702
609,death,703
610,death,712
611,death,688
612,death,1240
613,death,1505
614,death,701
615,death,309
616,death,292
617,death,680
618,death,675
619,death,1125
620,death,293
621,death,1434
622,death,678
623,death,287
624,death,675
625,death,708
626,death,723
627,death,702
628,death,1127
629,death,694
630,death,685
631,death,313
632,death,712
633,death,300
634,death,701
635,death,300
636,death,698
637,death,709
638,death,313
639,death,301
640,death,1413
641,death,1128
642,death,679
643,death,1433
644,death,1130
645,death,310
646,death,309
647,death,1786
648,death,301
649,death,311
650,death,845
651,death,1122
652,death,662
653,death,1152
654,death,310
655,death,856
656,death,1406
657,death,679
658,death,309
659,death,293
660,death,284
661,death,1443
662,death,284
663,death,295
664,death,302
665,death,298
666,death,693
667,death,853
668,death,301
669,death,839
670,death,287
671,death,696
672,death,1133
673,death,1136
674,death,289
675,death,723
676,death,298
677,death,1129
678,death,674
679,death,1130
680,death,691
681,death,303
682,death,701
683,death,297
684,death,1246
685,death,696
686,death,836
687,death,1242
688,death,693
689,death,691
690,death,899
691,death,310
692,death,722
693,death,303
694,death,266
695,death,827
696,death,710
697,death,288
698,death,805
699,death,297
700,death,315
701,death,837
702,death,674
703,death,305
704,death,301
705,death,1136
706,death,307
707,death,682
708,death,705
709,death,686
710,death,854
711,death,312
712,death,722
713,death,1426
714,death,1417
715,death,1132
716,death,1127
717,death,278
718,death,1433
719,death,820
720,death,293
721,death,295
722,death,1431
723,death,295
724,death,1151
725,death,723
726,death,698
727,death,295
728,death,710
729,death,1136
730,death,308
731,death,299
732,death,1227
733,death,722
734,death,300
735,death,675
736,death,899
737,death,1241
738,death,309
739,death,691
740,death,306
741,death,1223
742,death,301
743,death,679
744,death,834
745,death,1242
746,death,704
747,death,680
748,death,268
749,death,696
750,death,309
751,death,308
752,death,1153
753,death,292
754,death,1129
755,death,701
756,death,674
757,death,1782
758,death,700
759,death,723
760,death,1440
761,death,305
762,death,307
763,death,1137
764,death,723
765,death,691
766,death,309
767,death,278
768,death,1415
769,death,1435
770,death,686
771,death,275
772,death,293
773,death,724
774,death,311
775,death,709
776,death,682
777,death,286
778,death,1123
779,death,1136
780,death,1127
781,death,1435
782,death,689
783,death,815
784,death,1127
785,death,311
786,death,844
787,death,1238
788,death,1131
789,death,669
790,death,1129
791,death,302
792,death,298
793,death,311
794,death,302
795,death,306
796,death,702
797,death,1124
798,death,281
799,death,692
800,death,1133
801,death,899
802,death,679
803,death,899
804,death,1409
805,death,674
806,death,899
807,death,307
808,death,299
809,death,698
810,death,678
811,death,684
812,death,1205
813,death,1129
814,death,302
815,death,285
816,death,702
817,death,1514
818,death,290
819,death,709
820,death,315
821,death,1417
822,death,265
823,death,696
824,death,305
825,death,689
826,death,701
827,death,700
828,death,1407
829,death,688
830,death,859
831,death,679
832,death,307
833,death,273
834,death,836
835,death,296
836,death,686
837,death,310
838,death,1234
839,death,1429
840,death,1135
841,death,806
842,death,1126
843,death,306
844,death,723
845,death,307
846,death,1124
847,death,701
848,death,677
849,death,1124
850,death,698
851,death,1520
852,death,283
853,death,1240
854,death,685
855,death,303
856,death,685
857,death,300
858,death,722
859,death,1127
860,death,681
861,death,723
862,death,710
863,death,689
864,death,685
865,death,308
866,death,1398
867,death,695
868,death,277
869,death,711
870,death,1779
871,death,281
872,death,1123
873,death,283
874,death,286
875,death,1126
876,death,691
877,death,690
878,death,689
879,death,309
880,death,1133
881,death,307
882,death,796
883,death,825
884,death,305
885,death,686
886,death,305
887,death,275
888,death,841
889,death,708
890,death,1403
891,death,254
892,death,688
893,death,692
894,death,899
895,death,1220
896,death,1507
897,death,287
898,death,1412
899,death,268
900,death,1669
901,death,1121
902,death,1132
903,death,843
904,death,698
905,death,292
906,death,301
907,death,699
908,death,291
909,death,701
910,death,675
911,death,801
912,death,1521
913,death,1130
914,death,696
915,death,1522
916,death,1976
917,death,298
918,death,1122
919,death,724
920,death,263
921,death,1138
922,death,1401
923,death,295
924,death,681
925,death,690
926,death,899
927,death,682
928,death,833
929,death,1134
930,death,722
931,death,869
932,death,700
933,death,303
934,death,293
935,death,292
936,death,689
937,death,296
938,death,705
939,death,1132
940,death,683
941,death,315
942,death,1218
943,death,696
944,death,1127
945,death,307
946,death,301
947,death,315
948,death,305
949,death,300
950,death,686
951,death,305
952,death,700
953,death,1408
954,death,843
955,death,312
956,death,869
957,death,1125
958,death,690
959,death,1138
960,death,306
961,death,818
962,death,275
963,death,293
964,death,301
965,death,859
966,death,286
967,death,676
968,death,689
969,death,1124
970,death,1136
971,death,316
972,death,298
973,death,298
974,death,688
975,death,311
976,death,311
977,death,312
978,death,311
979,death,316
980,death,310
981,death,683
982,death,308
983,death,314
984,death,867
985,death,693
986,death,266
987,death,817
988,death,1134
989,death,685
990,death,709
991,death,707
992,death,294
993,death,699
994,death,1129
995,death,287
996,death,692
997,death,838
998,death,312
999,death,708
1000,death,264
1001,death,686
1002,death,691
1003,death,273
1004,death,1225
1005,death,685
1006,death,312
1007,death,1128
1008,death,1433
1009,death,1129
1010,death,683
1011,death,856
1012,death,298
1013,death,695
1014,death,306
1015,death,310
1016,death,1240
1017,death,676
1018,death,295
1019,death,842
1020,death,302
1021,death,705
1022,death,294
1023,death,283
1024,death,307
1025,death,673
1026,death,285
1027,death,723
1028,death,816
1029,death,680
1030,death,872
1031,death,1128
1032,death,1415
1033,death,1152
1034,death,313
1035,death,711
1036,death,723
1037,death,304
1038,death,846
1039,death,678
1040,death,722
1041,death,679
1042,death,677
1043,death,704
1044,death,286
1045,death,675
1046,death,307
1047,death,271
1048,death,307
1049,death,1123
1050,death,1513
1051,death,1520
1052,death,670
1053,death,1434
1054,death,295
1055,death,900
1056,death,311
1057,death,287
1058,death,1129
1059,death,1127
1060,death,302
1061,death,1122
1062,death,298
1063,death,1425
1064,death,301
1065,death,723
1066,death,291
1067,death,314
1068,death,1125
1069,death,1130
1070,death,702
1071,death,819
1072,death,297
1073,death,1412
1074,death,1410
1075,death,1125
1076,death,304
1077,death,300
1078,death,307
1079,death,1413
1080,death,1128
1081,death,302
1082,death,1134
1083,death,672
1084,death,1397
1085,death,899
1086,death,304
1087,death,843
1088,death,1138
1089,death,696
1090,death,1128
1091,death,898
1092,death,1409
1093,death,723
1094,death,284
1095,death,298
1096,death,299
1097,death,724
1098,death,306
1099,death,843
1100,death,298
1101,death,698
1102,death,723
1103,death,692
1104,death,281
1105,death,703
1106,death,286
1107,death,273
1108,death,281
1109,death,710
1110,death,682
1111,death,308
1112,death,1218
1113,death,1125
1114,death,1237
1115,death,283
1116,death,688
1117,death,723
1118,death,1230
1119,death,694
1120,death,808
1121,death,303
1122,death,1433
1123,death,1435
1124,death,287
1125,death,296
1126,death,701
1127,death,824
1128,death,1120
1129,death,284
1130,death,1140
1131,death,290
1132,death,294
1133,death,1139
1134,death,302
1135,death,846
1136,death,701
1137,death,1137
1138,death,309
1139,death,662
1140,death,701
1141,death,678
1142,death,1136
1143,death,294
1144,death,1137
1145,death,1129
1146,death,679
1147,death,723
1148,death,298
1149,death,298
1150,death,310
1151,death,1132
1152,death,293
1153,death,843
1154,death,688
1155,death,1523
1156,death,830
1157,death,826
1158,death,301
1159,death,686
1160,death,724
1161,death,299
1162,death,280
1163,death,691
1164,death,1409
1165,death,1801
1166,death,313
1167,death,302
1168,death,281
1169,death,700
1170,death,680
1171,death,298
1172,death,299
1173,death,305
1174,death,311
1175,death,299
1176,death,290
1177,death,679
1178,death,284
1179,death,723
1180,death,691
1181,death,723
1182,death,1122
1183,death,671
1184,death,828
1185,death,296
1186,death,696
1187,death,311
1188,death,680
1189,death,299
1190,death,898
1191,death,302
1192,death,1516
1193,death,694
1194,death,310
1195,death,1124
1196,death,899
1197,death,310
1198,death,303
1199,death,862
1200,death,866
1201,death,293
1202,death,680
1203,death,279
1204,death,680
1205,death,1128
1206,death,1219
1207,death,678
1208,death,311
1209,death,1123
1210,death,687
1211,death,702
1212,death,686
1213,death,710
1214,death,301
1215,death,295
1216,death,314
1217,death,255
1218,death,1436
1219,death,300
1220,death,682
1221,death,688
1222,death,1127
1223,death,291
1224,death,281
1225,death,686
1226,death,900
1227,death,300
1228,death,679
1229,death,1787
1230,death,899
1231,death,1127
1232,death,302
1233,death,708
1234,death,866
1235,death,250
1236,death,311
1237,death,683
1238,death,264
1239,death,685
1240,death,694
1241,death,704
1242,death,690
1243,death,900
1244,death,1127
1245,death,298
1246,death,689
1247,death,686
1248,death,872
1249,death,1126
1250,death,291
1251,death,1524
1252,death,1125
1253,death,697
1254,death,1128
1255,death,666
1256,death,862
1257,death,693
1258,death,310
1259,death,1127
1260,death,1415
1261,death,304
1262,death,307
1263,death,309
1264,death,1401
1265,death,667
1266,death,293
1267,death,808
1268,death,667
1269,death,310
1270,death,290
1271,death,666
1272,death,1434
1273,death,850
1274,death,1520
1275,death,659
1276,death,711
1277,death,1130
1278,death,722
1279,death,723
1280,death,724
1281,death,844
1282,death,862
1283,death,1135
1284,death,816
1285,death,702
1286,death,723
1287,death,296
1288,death,687
1289,death,301
1290,death,899
1291,death,311
1292,death,795
1293,death,313
1294,death,677
1295,death,708
1296,death,710
1297,death,847
1298,death,701
1299,death,688
1300,death,702
1301,death,293
1302,death,1127
1303,death,722
1304,death,827
1305,death,799
1306,death,694
1307,death,681
1308,death,300
1309,death,1128
1310,death,310
1311,death,310
1312,death,900
1313,death,685
1314,death,1667
1315,death,272
1316,death,306
1317,death,1134
1318,death,684
1319,death,1434
1320,death,306
1321,death,294
1322,death,1504
1323,death,274
1324,death,304
1325,death,706
1326,death,314
1327,death,307
1328,death,899
1329,death,699
1330,death,685
1331,death,314
1332,death,711
1333,death,680
1334,death,898
1335,death,683
1336,death,300
1337,death,309
1338,death,286
1339,death,679
1340,death,704
1341,death,306
1342,death,1136
1343,death,825
1344,death,1134
1345,death,286
1346,death,284
1347,death,308
1348,death,696
1349,death,285
1350,death,300
1351,death,307
1352,death,1229
1353,death,1792
1354,death,830
1355,death,292
1356,death,311
1357,death,1123
1358,death,846
1359,death,706
1360,death,304
1361,death,1648
1362,death,298
1363,death,898
1364,death,710
1365,death,302
1366,death,693
1367,death,287
1368,death,311
1369,death,702
1370,death,1145
1371,death,701
1372,death,837
1373,death,312
1374,death,297
1375,death,900
1376,death,304
1377,death,1128
1378,death,723
1379,death,703
1380,death,842
1381,death,1402
1382,death,1127
1383,death,677
1384,death,311
1385,death,315
1386,death,297
1387,death,822
1388,death,900
1389,death,711
1390,death,856
1391,death,300
1392,death,307
1393,death,699
1394,death,262
1395,death,708
1396,death,899
1397,death,313
1398,death,275
1399,death,710
1400,death,900
1401,death,300
1402,death,1131
1403,death,868
1404,death,823
1405,death,722
1406,death,271
1407,death,301
1408,death,308
1409,death,289
1410,death,274
1411,death,263
1412,death,675
1413,death,1438
1414,death,294
1415,death,1524
1416,death,681
1417,death,307
1418,death,299
1419,death,1126
1420,death,311
1421,death,287
1422,death,688
1423,death,672
1424,death,723
1425,death,306
1426,death,248
1427,death,1433
1428,death,298
1429,death,695
1430,death,254
1431,death,866
1432,death,291
1433,death,279
1434,death,289
1435,death,668
1436,death,1224
1437,death,300
1438,death,683
1439,death,680
1440,death,313
1441,death,898
1442,death,299
1443,death,310
1444,death,301
1445,death,304
1446,death,683
1447,death,282
1448,death,707
1449,death,697
1450,death,709
1451,death,307
1452,death,279
1453,death,1209
1454,death,900
1455,death,308
1456,death,723
1457,death,899
1458,death,291
1459,death,287
1460,death,298
1461,death,1413
1462,death,303
1463,death,293
1464,death,1152
1465,death,1128
1466,death,859
1467,death,699
1468,death,309
1469,death,309
1470,death,693
1471,death,1240
1472,death,1133
1473,death,1125
1474,death,313
1475,death,1139
1476,death,701
1477,death,722
1478,death,900
1479,death,724
1480,death,1240
1481,death,298
1482,death,306
1483,death,723
1484,death,290
1485,death,300
1486,death,285
1487,death,709
1488,death,700
1489,death,308
1490,death,1137
1491,death,302
1492,death,277
1493,death,665
1494,death,899
1495,death,680
1496,death,899
1497,death,307
1498,death,1528
1499,death,310
1500,death,695
1501,death,312
1502,death,899
1503,death,700
1504,death,1128
1505,death,1149
1506,death,281
1507,death,1221
1508,death,296
1509,death,723
1510,death,275
1511,death,312
1512,death,301
1513,death,294
1514,death,275
1515,death,686
1516,death,702
1517,death,1243
1518,death,312
1519,death,305
1520,death,692
1521,death,1137
1522,death,302
1523,death,1233
1524,death,722
1525,death,315
1526,death,693
1527,death,723
1528,death,708
1529,death,1401
1530,death,700
1531,death,722
1532,death,722
1533,death,1437
1534,death,297
1535,death,686
1536,death,841
1537,death,697
1538,death,698
1539,death,900
1540,death,314
1541,death,1123
1542,death,674
1543,death,1429
1544,death,854
1545,death,710
1546,death,708
1547,death,306
1548,death,1127
1549,death,723
1550,death,840
1551,death,308
1552,death,811
1553,death,690
1554,death,692
1555,death,1421
1556,death,683
1557,death,304
1558,death,258
1559,death,294
1560,death,723
1561,death,300
1562,death,804
1563,death,285
1564,death,302
1565,death,311
1566,death,675
1567,death,310
1568,death,298
1569,death,303
1570,death,311
1571,death,702
1572,death,807
1573,death,1426
1574,death,698
1575,death,1527
1576,death,306
1577,death,1410
1578,death,302
1579,death,286
1580,death,1129
1581,death,1407
1582,death,312
1583,death,700
1584,death,709
1585,death,309
1586,death,1781
1587,death,692
1588,death,304
1589,death,306
1590,death,294
1591,death,872
1592,death,309
1593,death,1435
1594,death,684
1595,death,697
1596,death,1128
1597,death,693
1598,death,298
1599,death,697
1600,death,702
1601,death,803
1602,death,311
1603,death,704
1604,death,283
1605,death,311
1606,death,898
1607,death,686
1608,death,666
1609,death,284
1610,death,845
1611,death,302
1612,death,310
1613,death,308
1614,death,299
1615,death,286
1616,death,307
1617,death,700
1618,death,1124
1619,death,723
1620,death,709
1621,death,307
1622,death,709
1623,death,1128
1624,death,840
1625,death,306
1626,death,695
1627,death,303
1628,death,1122
1629,death,691
1630,death,703
1631,death,302
1632,death,672
1633,death,703
1634,death,308
1635,death,709
1636,death,306
1637,death,302
1638,death,1511
1639,death,268
1640,death,700
1641,death,1123
1642,death,701
1643,death,288
1644,death,311
1645,death,297
1646,death,1125
1647,death,1777
1648,death,306
1649,death,899
1650,death,1127
1651,death,691
1652,death,722
1653,death,707
1654,death,1138
1655,death,700
1656,death,1124
1657,death,699
1658,death,1425
1659,death,1124
1660,death,709
1661,death,1435
1662,death,302
1663,death,310
1664,death,302
1665,death,310
1666,death,1123
1667,death,679
1668,death,298
1669,death,1139
1670,death,1521
1671,death,307
1672,death,290
1673,death,824
1674,death,696
1675,death,683
1676,death,271
1677,death,1433
1678,death,1433
1679,finished,3161
1680,death,304
1681,death,292
1682,death,680
1683,death,296
1684,death,694
1685,death,899
1686,death,287
1687,death,1412
1688,death,1128
1689,death,1128
1690,death,691
1691,death,695
1692,death,296
1693,death,280
1694,death,1138
1695,death,1137
1696,death,297
1697,death,898
1698,death,272
1699,death,722
1700,death,1432
1701,death,300
1702,death,1131
1703,death,899
1704,death,251
1705,death,898
1706,death,1132
1707,death,723
1708,death,684
1709,death,673
1710,death,681
1711,death,680
1712,death,302
1713,death,693
1714,death,285
1715,death,302
1716,death,788
1717,death,675
1718,death,300
1719,death,709
1720,death,1138
1721,death,1112
1722,death,1151
1723,death,898
1724,death,671
1725,death,1432
1726,death,294
1727,death,724
1728,death,899
1729,death,698
1730,death,303
1731,death,1503
1732,death,301
1733,death,899
1734,death,861
1735,death,308
1736,death,283
1737,death,1123
1738,death,690
1739,death,684
1740,death,704
1741,death,688
1742,death,723
1743,death,692
1744,death,803
1745,death,296
1746,death,306
1747,death,723
1748,death,693
1749,death,789
1750,death,722
1751,death,1412
1752,death,1152
1753,death,707
1754,death,291
1755,death,273
1756,death,1138
1757,death,312
1758,death,307
1759,death,297
1760,death,862
1761,death,294
1762,death,1411
1763,death,1127
1764,death,303
1765,death,256
1766,death,702
1767,death,1128
1768,death,680
1769,death,1432
1770,death,269
1771,death,281
1772,death,822
1773,death,250
1774,death,1421
1775,death,284
1776,death,312
1777,death,676
1778,death,664
1779,death,707
1780,death,296
1781,death,308
1782,death,722
1783,death,299
1784,death,309
1785,death,683
1786,death,295
1787,death,1230
1788,death,708
1789,death,1129
1790,death,288
1791,death,692
1792,death,691
1793,death,704
1794,death,692
1795,death,300
1796,death,836
1797,death,301
1798,death,1126
1799,death,1138
1800,death,297
1801,death,723
1802,death,253
1803,death,1138
1804,death,285
1805,death,1130
1806,death,1123
1807,death,686
1808,death,823
1809,death,705
1810,death,1130
1811,death,276
1812,death,694
1813,death,697
1814,death,849
1815,death,289
1816,death,1124
1817,death,1122
1818,death,308
1819,death,1146
1820,death,313
1821,death,1130
1822,death,273
1823,death,674
1824,death,295
1825,death,304
1826,death,820
1827,death,307
1828,death,1422
1829,death,696
1830,death,303
1831,death,288
1832,death,1127
1833,death,306
1834,death,698
1835,death,2469
1836,death,285
1837,death,287
1838,death,256
1839,death,849
1840,death,304
1841,death,900
1842,death,304
1843,death,1228
1844,death,676
1845,death,833
1846,death,722
1847,death,298
1848,death,1235
1849,death,1414
1850,death,693
1851,death,277
1852,death,687
1853,death,305
1854,death,679
1855,death,1527
1856,death,306
1857,death,898
1858,death,295
1859,death,1435
1860,death,704
1861,death,1127
1862,death,665
1863,death,1123
1864,death,283
1865,death,288
1866,death,298
1867,death,288
1868,death,1130
1869,death,696
1870,death,1654
1871,death,700
1872,death,307
1873,death,1410
1874,death,818
1875,death,295
1876,death,283
1877,death,810
1878,death,281
1879,death,306
1880,death,709
1881,death,793
1882,death,658
1883,death,278
1884,death,1416
1885,death,852
1886,death,696
1887,death,680
1888,death,685
1889,death,1129
1890,death,286
1891,death,815
1892,death,296
1893,death,1401
1894,death,1138
1895,death,826
1896,death,2005
1897,death,722
1898,death,827
1899,death,695
1900,death,303
1901,death,310
1902,death,314
1903,death,840
1904,death,1433
1905,death,708
1906,death,296
1907,death,1491
1908,death,295
1909,death,709
1910,death,722
1911,death,710
1912,death,290
1913,death,722
1914,death,829
1915,death,285
1916,death,305
1917,death,1788
1918,death,710
1919,death,696
1920,death,312
1921,death,306
1922,death,699
1923,death,312
1924,death,689
1925,death,313
1926,death,309
1927,death,822
1928,death,822
1929,death,854
1930,death,703
1931,death,1440
1932,death,704
1933,death,722
1934,death,651
1935,death,664
1936,death,683
1937,death,697
1938,death,283
1939,death,686
1940,death,681
1941,death,301
1942,death,275
1943,death,704
1944,death,699
1945,death,1669
1946,death,669
1947,death,1522
1948,death,296
1949,death,1122
1950,death,723
1951,death,296
1952,death,670
1953,death,1124
1954,death,1433
1955,death,662
1956,death,302
1957,death,296
1958,death,310
1959,death,704
1960,death,294
1961,death,899
1962,death,691
1963,death,302
1964,death,1508
1965,death,297
1966,death,707
1967,death,309
1968,death,678
1969,death,300
1970,death,1678
1971,death,722
1972,death,286
1973,death,1781
1974,death,1138
1975,death,275
1976,death,696
1977,death,297
1978,death,293
1979,death,849
1980,death,285
1981,death,300
1982,death,701
1983,death,1123
1984,death,309
1985,death,302
1986,death,696
1987,death,1123
1988,death,305
1989,death,284
1990,death,307
1991,death,695
1992,death,693
1993,death,293
1994,death,295
1995,death,306
1996,death,700
1997,death,303
1998,death,692
1999,death,695
2000,death,305
2001,death,1137
2002,death,705
2003,death,722
2004,death,706
2005,death,1127
2006,death,288
2007,death,1411
2008,death,282
2009,death,666
2010,death,1409
2011,death,704
2012,death,292
2013,death,302
2014,death,686
2015,death,293
2016,death,688
2017,death,1415
2018,death,1428
2019,death,288
2020,death,282
2021,death,682
2022,death,290
2023,death,309
2024,death,283
2025,death,279
2026,death,701
2027,death,307
2028,death,831
2029,death,1128
2030,death,282
2031,death,697
2032,death,1521
2033,death,256
2034,death,900
2035,death,1124
2036,death,295
2037,death,311
2038,death,1415
2039,death,854
2040,death,1660
2041,death,305
2042,death,862
2043,death,279
2044,death,294
2045,death,1138
2046,death,899
2047,death,2473
2048,death,698
2049,death,1127
2050,death,307
2051,death,289
2052,death,661
2053,death,309
2054,death,304
2055,death,2471
2056,death,723
2057,death,1124
2058,death,1138
2059,death,723
2060,death,722
2061,death,1521
2062,death,711
2063,death,681
2064,death,694
2065,death,309
2066,death,1125
2067,death,297
2068,death,900
2069,death,304
2070,death,310
2071,death,696
